symbol,interval,start,end,method,param,final_balance,return_pct,max_drawdown,win_rate,total_trades,profit_factor,sharpe
BTCUSDT,1mto5m,20240101,20241231,fixed,200,263123.60168835067,25.312360168835067,0.1407693005393601,0.40417801998183467,3303,1.7053405935579335,
BTCUSDT,1m,20240101,20241231,fixed,250,12198.447485652028,0.21984474856520284,0.36992921460997097,0.34424695977549113,3207,1.1830689355913033,
BTCUSDT,1mto5m,20240101,20241231,fixed,250,110894.55801250601,10.089455801250601,0.11930547879976644,0.37891617273497036,2362,1.5258612402825422,
BTCUSDT,1m,20240101,20241231,fixed,300,14873.261450173011,0.48732614501730115,0.2219165718905177,0.34428327645051193,2344,1.1990517873593738,
BTCUSDT,1mto5m,20240101,20241231,fixed,300,91480.6754155875,8.14806754155875,0.14461557049429863,0.38346727898966704,1742,1.6410560463156643,
BTCUSDT,1m,20240101,20241231,fixed,350,9088.967832447113,-0.09110321675528867,0.37699941413779375,0.3313253012048193,1826,1.105573270777943,
BTCUSDT,1mto5m,20240101,20241231,fixed,350,52301.301638659745,4.230130163865974,0.21049435222268487,0.3861671469740634,1388,1.4480988776862724,
BTCUSDT,1m,20240101,20241231,fixed,400,12191.5136099966,0.21915136099966004,0.33878782915810485,0.33974358974358976,1404,1.145536146981357,
BTCUSDT,1mto5m,20240101,20241231,fixed,400,34590.26771705893,2.459026771705893,0.19576706715360098,0.3787610619469027,1130,1.4078134312732915,
BTCUSDT,1m,20240101,20241231,fixed,450,11575.583102967483,0.15755831029674827,0.3594156820068075,0.33595113438045376,1146,1.1229661056458298,
BTCUSDT,1mto5m,20240101,20241231,fixed,450,42090.740690056955,3.2090740690056956,0.1700964228840337,0.38169642857142855,896,1.4932391194921035,
BTCUSDT,1m,20240101,20241231,fixed,500,10949.884530507348,0.09498845305073482,0.2871103133851608,0.3291139240506329,948,1.1043592824487811,
BTCUSDT,1mto5m,20240101,20241231,fixed,500,37069.362987497996,2.7069362987498,0.13344168331725245,0.3662162162162162,740,1.4913784263177248,
BTCUSDT,1m,20240101,20241231,percentage,0.003,16960.572524546515,0.6960572524546514,0.3092872822801638,0.35040530582166546,2714,1.2155279671989867,
BTCUSDT,1mto5m,20240101,20241231,percentage,0.003,97783.97255206952,8.778397255206952,0.19595259951454239,0.38146341463414635,2050,1.573281800166842,
BTCUSDT,1m,20240101,20241231,percentage,0.0035,11703.765323911071,0.17037653239110714,0.34493731116606713,0.33301707779886147,2108,1.153976930902413,
BTCUSDT,1mto5m,20240101,20241231,percentage,0.0035,52093.28102212085,4.209328102212085,0.24432676041042248,0.3677379480840544,1618,1.421277224670802,
BTCUSDT,1m,20240101,20241231,percentage,0.004,11732.894586609034,0.17328945866090345,0.26467969249581197,0.33652694610778444,1670,1.1450503024676026,
BTCUSDT,1mto5m,20240101,20241231,percentage,0.004,39394.41717848352,2.939441717848352,0.1305026600711114,0.3704545454545455,1320,1.4366167261111373,
BTCUSDT,1m,20240101,20241231,percentage,0.0045,10826.256047268771,0.0826256047268771,0.38790594176844895,0.3318452380952381,1344,1.117451059394875,
BTCUSDT,1mto5m,20240101,20241231,percentage,0.0045,43695.708392912005,3.3695708392912005,0.1287928089817698,0.37832699619771865,1052,1.4745402514874284,
